cv_id,vacancy_id,job_title,job_description,human_rank_1,human_rank_2,human_score_1,human_score_2,human_score_mean,ai_score,ai_reason
23,2,Junior Level Software Developer (1-4 years experience),"A Full-time position at a financial technology company that develops software for financial structured products that runs on Bloomberg terminals. Pay Options: F/T Employee . Contact Jason Vu . call (646)876-9536 / (212)616-4800 ext.290 or email jason@sans.com with the Job Code JV33082 or Click the Apply Now button () . Location: Wall Street. Skills required for the position: PYTHON, Java , C++, SQL, UNIX. database programming Optional (not required): financial product knowledge Detailed Info: To do software development for a Financial Technology Software company that provides data and analytics and portfolio products for Credit and Structuring Traders. They create tools for structured products for the Buy side and the sell side. CLOs and structured products. For Trading Portfolios. They provide Data feeds and APIs to manage the portfolio of this product, also do middle office software for reporting and P&L . The product does front to middle office. They also provide APIs for developers in the buy side or sell side firms. CANDIDATES work in multiple projects at the same time. This company provides best in class software as a service.. Development/Computing Environment: Python is first choice, but also C++ and Java. People who've done a lot of programming in a lab at school or on the job in any kind of firm (does not have to be a financial firm/ can be a tech start up) MUST HAVE - Computer Science Undergrad / BS. Must have had an intensive background in programming either in school or at work employment. In school, have done work in a computer lab. They are language agonistic but their primary language is Python. * Must understand how to avoide Python memory leakage * Must understand garbage collection * Must understand how Python variables are saved in memory * Understand how to design an efficient parser. Skills required for the position: PYTHON, JAVA; C++ is optional. The position offers competitive compensation package.",3,,3,,3.0,3.0,"The candidate has extensive programming experience and skills in Python, Java, and C++, but lacks specific experience in financial technology and structured products. They also have a strong educational background in computer science, but may need training in financial domain knowledge."
23,3,Backend Software Developer,"Minimum Required Skills: LAMP, Drupal, ElasticSearch, REST APIs, Python, Go, AWS, View.js, HubSpot, RESTful APIs Our company is a rapidly growing ratings and reviews platform headquartered in Washington D.C. We are the leading service covering Business-to-Business (B2B) services firms and are looking for teammates to help us accelerate the growth of our platform. Top Reasons to Work with Us 1. Ranked on the LinkedIn Top Companies | Startups list! 2. Highly competitive base pay and benefits 3. World renown leadership and room to grow professionally 4. Top 50 US Startup What You Will Be Doing We emphasize professional growth so responsibilities will evolve over time based on the company ' s needs and the candidate ' s skills/interests. Initial responsibilities will include the following: - Developing new features - Implementing a microservices-based architecture - Providing operational support (when stuff breaks, you help fix it) - Maintaining and developing Drupal custom modules - Enhancing our Hubspot CRM integration (API) What You Need for this Position - Experience building and maintaining RESTful APIs - World-class problem solving skills Successful candidates are world-class problem solvers. We have ambitious product plans and we need teammates to help us figure out how to get there. - Make it happen attitude We are a team of doers. Everyone needs to make things happen on a daily basis. - Versatility We don't have a large technical team. Successful candidates are not afraid to take on new challenges and help where needed. - D.C. startup work environment Our core team (e.g. founder, product lead, etc.) work in our D.C. office. Must have - Strong Object Oriented Programming skills and knowledge of other software design patterns - At least 3 years of experience with implementing RESTful APIs / Stateless Applications using PHP, Python or Go - Ability to write complex SQL queries for MariaDB or PostgreSQL - Hands-on experience with AWS development using EC2, EB, IAM, S3, Lambda, Cloudfront - Experience with messaging frameworks such as RabbitMQ, Redis - Experience in Test Driven Development - Ability to set up and configure Continuous Integration environment - Knowledge of Agile practices Nice To Haves - Experience with Docker - Experience with Drupal - Experience with Elastic Search - Experience with HTML, CSS, JavaScript What's In It for You - $100,000-$130,000 Base - Vacation/PTO - Medical - Dental - Vision - Opportunity to build a market leading service - Grow professionally with the companySo, if you are a Backend Software Developer with experience, please apply today! Applicants must be authorized to work in the U.S.Please apply directly to by clicking 'Click Here to Apply' with your Word resume! Looking forward to receiving your resume and going over the position in more detail with you. - Not a fit for this position? Click the link at the bottom of this email to search all of our open positions. Looking forward to receiving your resume! CyberCoders CyberCoders, Inc is proud to be an Equal Opportunity Employer All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law. Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire. Copyright 1999 - 2019 . CyberCoders, Inc. All rights reserved.",5,,1,,1.0,3.0,"The candidate has relevant experience in software development and knowledge of Python and Go, but lacks specific experience with LAMP, Drupal, ElasticSearch, and AWS. They have a strong background in database development and RESTful APIs, but may require training in some of the key technologies mentioned in the job description."
23,4,Software Developer,"Minimum Required Skills: Java, C#, SQL, HTTPS, Apache, Eclipse If you are a Software Developer with experience, please read on! What You Will Be Doing We are seeking a candidate to augment our existing development staff. The selected candidate will participate in all phases of the software development life cycle as an on-site member of our development team in the Aberdeen Proving Ground facility. What You Need for this Position Basic Qualifications: Bachelor's degree in Computer Science or related field (e.g. Information Technology, Information Science, etc.) Minimum of 2 years' experience developing software applications in Java Preferred Qualifications: Strong Java development experience Experience with C#, Elastic Search, and Oracle as secondary skills Experience developing SQL queries preferably for an Oracle database Experience developing and/or using web services Experience with Micro-Service Architectures Experience developing secure web applications (e.g., HTTPS, PKI) Experience with web application deployment (e.g., Oracle WebLogic, Apache Tomcat) Experience with Eclipse (or similar IDE) Experience with Microsoft Windows, UNIX What's In It for You - Vacation/PTO - Medical - Dental - Vision - Relocation - Bonus - 401kSo, if you are a Software Developer with experience, please apply today! Applicants must be authorized to work in the U.S.Please apply directly to by clicking 'Click Here to Apply' with your Word resume! Looking forward to receiving your resume and going over the position in more detail with you. - Not a fit for this position? Click the link at the bottom of this email to search all of our open positions. Looking forward to receiving your resume! CyberCoders CyberCoders, Inc is proud to be an Equal Opportunity Employer All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law. Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire. Copyright 1999 - 2019 . CyberCoders, Inc. All rights reserved.",4,,2,,2.0,3.0,"The candidate has relevant experience in Java and software development, but lacks specific experience with C#, SQL for Oracle, and web services as required by the job description. They also have a strong background in Linux and database development, which may require additional training for the specific technologies mentioned in the job vacancy."
24,0,Software Developer - .Net,"Primary Purpose: Development and maintenance of software applications built using Microsoft stack. Essential Duties and Responsibilities: Following is a summary of the essential functions for this job. Other duties may be performed, both major and minor, which are not mentioned below. Specific activities may change from time to time. Design, develop and test software applications Maintain systems by identifying and correcting software defects Create technical specifications and unit test plans Work with QA to align understanding of requirements and to develop system test plans Work as part of an Agile development team to solve problems and develop projects in a fast paced environment Follow instructions and pre-established guidelines to perform the functions of the job Demonstrate a basic degree of creativity and problem solving skills Follow the established software development life cycle Follow established coding standards and naming conventions Support applications using software development methodologies including structured programming, documentation, design and code review Work with business analysts and application users to define and design robust user centric application solutions Collaborate with UX resources to drive consistent look and feel of user interface Collaborate with database resources to ensure robust and complete data access and manipulation Collaborate with IT Operations to ensure hardware and software are aligned to deliver business requirements Mentor junior and other new developers On-site regular attendance and punctuality are essential functions of the job Minimum Skills and Competencies: The requirements listed below are representative of the knowledge, skill and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. Bachelor's Degree or in-lieu of degree equivalent education, training and work-related experience High school diploma or general education degree (GED) required 5+ years of experience in Microsoft technology stack Expert in C#, JavaScript, MSSQL 2012 or above Proficient with MVC, Angular, Asp.Net, JQuery Hands on experience with Visual Studio & TFS as source control tool Must have good understanding of SOLID object oriented programming (OOP) concepts Must have experience with WCF Experience in end-to-end Software Development Life Cycle (SDLC) project Experience working with Agile/Scrum methodologies Good at understanding requirements, getting clarifications Have passion for learning new technologies and enhancing existing skills Proactive issue resolution with a positive attitude Understand solution at the project level Effective organization and time management skills with the ability to work under pressure and adhere to project deadlines Excellent interpersonal skills with the ability to establish working relationships with individuals at varying levels within the organization Demonstrated integrity within a professional environment Ability to adapt to new situations and learn quickly Must perform well in high-energy, dynamic and team-oriented environments Must possess effective verbal and written communication skills Desired Skills: Insurance industry experience Familiarity with writing unit tests Relevant Microsoft certification Experience with Web API, Entity Framework Experience with Crystal Reports, SSRS and/or SSIS - About National General Holdings: National General Holdings Corp. is headquartered in New York City. National General traces its roots to 1939, has a financial strength rating of A- (excellent) from A.M. Best, and provides personal and commercial automobile, homeowners, umbrella, recreational vehicle, motorcycle, supplemental health, and other niche insurance products. We are a specialty personal lines insurance holding company. Through our subsidiaries, we provide a variety of insurance products, including personal and commercial automobile, homeowners, umbrella, recreational vehicle, supplemental health, lender-placed and other niche insurance products. National General is a fast paced, dynamic, and entrepreneurial organization. Our team members live by and exemplify what we call the 4Es. At National General, we are Energized, Engaged, Empowered, and we Execute every day in order to provide an exceptional experience for our customers! We are passionate about our organization and the value that we add every day. A successful candidate with National General will embody the 4Es. Our team is poised to outperform the competition. We are National General Insurance and with us you can be extraordinary! Come join our team! Companies and Partners Direct General Auto & Life, Personal Express Insurance, Century-National Insurance, ABC Insurance Agencies, NatGen Preferred, NatGen Premier, Seattle Specialty, National General Lender Services, ARS, RAC Insurance Partners, Mountain Valley Indemnity, New Jersey Skylands, Adirondack Insurance Exchange, VelaPoint, Quotit, HealthCompare, AHCP, NHIC, Healthcare Solutions Team, North Star Marketing, Euro Accident. In addition to a phenomenal career opportunity, National General Insurance offers an excellent benefits package including: * Paid Training * Medical, Dental, Vision benefits * Wellness Programs * Life and Short/Long Term Disability Insurance * 401k w/ Company Match * Company Paid Holidays & Generous Time-off policy * Employee Discount Program * Career Advancement and Development Opportunities * On-site Healthcare Clinic (Winston-Salem and Cleveland offices) * On-site Fitness Center (Cleveland and Dallas offices) * Subsidized parking (Cleveland office) National General Holdings Corp. is an Equal Opportunity (EO) employer - Veterans/Disabled and other protected categories. All qualified applicants will receive consideration for employment regardless of any characteristic protected by law. Candidates must possess authorization to work in the United States, as it is not our practice to sponsor individuals for work visas. In the event you need assistance or accommodation in completing your online application, please contact NGIC main office by phone at (336) 435-2000. -",1,,5,,5.0,2.0,"The candidate has some experience in C# and .NET, but lacks the required 5+ years of experience in the Microsoft technology stack and does not demonstrate proficiency in key technologies like ASP.NET, MVC, or WCF. Additionally, their primary experience is in iOS development, which is not relevant to the job requirements."
24,1,Remote Software Developer,"Precision is king when it comes to the work you do! When it comes to the details, you innately can see where, why, how and what needs to be tweaked in order to achieve the best end goal. Your colleagues approve work but you see an overlooked area. It jumps out to you because of your finely tuned observational skills and highly developed attention to detail. Accuracy and precision define your work ethic. And you don't stop until the piece of the puzzle is in its right place. Your colleagues know that all of the puzzle pieces you work on will always fit smoothly into their necessary spot. They don't question the work you do because they know it will be correct and on point. Our organization is successful because of the skills you uniquely bring to the job. We need you. If you would like to apply your skills in an environment that will celebrate you, let's talk. Job Description: Employer works on top level cyber-security for national defense programs and is hiring experienced Software Developers with a focus on research, innovation and solving mission critical challenges. We are seeking a Software Developer (SME Journeyman) position with system administration responsibilities and the potential to work on several different projects including: a host based security compliance tool, Continuous Monitoring and Risk Scoring application, Web Single Sign On, PKI & Kerberos. Position requires working with remote customers and widely dispersed team members. As a Software Developer (Journeyman), you will be assisting in the development of software applications for our DoD customers Coding, testing and debugging programs according to detailed requirements. Supporting the maintenance Participating on a team designing, documenting, developing, testing and implementing software programs. Supporting and providing quality customer service through the development, production and integration of software applications that enable customers to successfully meet their business goals. Adhering to a software development life cycle. Assist in the maintenance and support Linux servers for the development team. Install and configure software needed by the development team. Take the guesswork out of your workday. We will give you the proven tools and methodology to perform at your peak. Following the outlined program will bring you optimum results time after time. Required Experience: Software development experience targeting Unix/Linux environments Languages: Comfortable working in one of: Python, Perl, PHP and experience with a second programming language: one of the above or C, C++, JavaScript, Java, Ruby, Clojure Operating Systems: Strong Linux/Unix (command line, shell scripting,Willing to overlap at least 5 hours a day with 8-5 Eastern Time Must have a DoD 8570 baseline certification: CISSP, Security+ (can be obtained prior to start date), etc. Minimum 3 years experience Proof of U.S. citizenship or permanent residency is required due to government or federal requirement. U.S. citizens ONLY due to government or federal requirement. Applicants selected for employment will be subject to a federal background investigation and may need to meet additional eligibility requirements for access to classified information or materials. Bachelor's degree from an accredited institution or equivalent certifications in computer science, web services, or related technical field preferred. Secret clearance Additional Experience (Not Required): Security & Networking: IPv4, IPv6, tcpdump, PKI, SSL, IPSec, etc. Relational databases, especially MySQL or PostgreSQL Department: Information Technology",2,,4,,4.0,2.0,"The candidate has experience in software development but lacks specific experience with Unix/Linux environments and the required programming languages. They also do not have the necessary DoD certification or clearance, which is critical for the role."
24,2,Junior Level Software Developer (1-4 years experience),"A Full-time position at a financial technology company that develops software for financial structured products that runs on Bloomberg terminals. Pay Options: F/T Employee . Contact Jason Vu . call (646)876-9536 / (212)616-4800 ext.290 or email jason@sans.com with the Job Code JV33082 or Click the Apply Now button () . Location: Wall Street. Skills required for the position: PYTHON, Java , C++, SQL, UNIX. database programming Optional (not required): financial product knowledge Detailed Info: To do software development for a Financial Technology Software company that provides data and analytics and portfolio products for Credit and Structuring Traders. They create tools for structured products for the Buy side and the sell side. CLOs and structured products. For Trading Portfolios. They provide Data feeds and APIs to manage the portfolio of this product, also do middle office software for reporting and P&L . The product does front to middle office. They also provide APIs for developers in the buy side or sell side firms. CANDIDATES work in multiple projects at the same time. This company provides best in class software as a service.. Development/Computing Environment: Python is first choice, but also C++ and Java. People who've done a lot of programming in a lab at school or on the job in any kind of firm (does not have to be a financial firm/ can be a tech start up) MUST HAVE - Computer Science Undergrad / BS. Must have had an intensive background in programming either in school or at work employment. In school, have done work in a computer lab. They are language agonistic but their primary language is Python. * Must understand how to avoide Python memory leakage * Must understand garbage collection * Must understand how Python variables are saved in memory * Understand how to design an efficient parser. Skills required for the position: PYTHON, JAVA; C++ is optional. The position offers competitive compensation package.",3,,3,,3.0,2.0,"The candidate has some relevant programming experience and skills in Java and C++, but lacks experience in Python and financial technology, which are critical for the role. Additionally, the candidate's experience is primarily in mobile and web development rather than the required software development for financial structured products."
24,3,Backend Software Developer,"Minimum Required Skills: LAMP, Drupal, ElasticSearch, REST APIs, Python, Go, AWS, View.js, HubSpot, RESTful APIs Our company is a rapidly growing ratings and reviews platform headquartered in Washington D.C. We are the leading service covering Business-to-Business (B2B) services firms and are looking for teammates to help us accelerate the growth of our platform. Top Reasons to Work with Us 1. Ranked on the LinkedIn Top Companies | Startups list! 2. Highly competitive base pay and benefits 3. World renown leadership and room to grow professionally 4. Top 50 US Startup What You Will Be Doing We emphasize professional growth so responsibilities will evolve over time based on the company ' s needs and the candidate ' s skills/interests. Initial responsibilities will include the following: - Developing new features - Implementing a microservices-based architecture - Providing operational support (when stuff breaks, you help fix it) - Maintaining and developing Drupal custom modules - Enhancing our Hubspot CRM integration (API) What You Need for this Position - Experience building and maintaining RESTful APIs - World-class problem solving skills Successful candidates are world-class problem solvers. We have ambitious product plans and we need teammates to help us figure out how to get there. - Make it happen attitude We are a team of doers. Everyone needs to make things happen on a daily basis. - Versatility We don't have a large technical team. Successful candidates are not afraid to take on new challenges and help where needed. - D.C. startup work environment Our core team (e.g. founder, product lead, etc.) work in our D.C. office. Must have - Strong Object Oriented Programming skills and knowledge of other software design patterns - At least 3 years of experience with implementing RESTful APIs / Stateless Applications using PHP, Python or Go - Ability to write complex SQL queries for MariaDB or PostgreSQL - Hands-on experience with AWS development using EC2, EB, IAM, S3, Lambda, Cloudfront - Experience with messaging frameworks such as RabbitMQ, Redis - Experience in Test Driven Development - Ability to set up and configure Continuous Integration environment - Knowledge of Agile practices Nice To Haves - Experience with Docker - Experience with Drupal - Experience with Elastic Search - Experience with HTML, CSS, JavaScript What's In It for You - $100,000-$130,000 Base - Vacation/PTO - Medical - Dental - Vision - Opportunity to build a market leading service - Grow professionally with the companySo, if you are a Backend Software Developer with experience, please apply today! Applicants must be authorized to work in the U.S.Please apply directly to by clicking 'Click Here to Apply' with your Word resume! Looking forward to receiving your resume and going over the position in more detail with you. - Not a fit for this position? Click the link at the bottom of this email to search all of our open positions. Looking forward to receiving your resume! CyberCoders CyberCoders, Inc is proud to be an Equal Opportunity Employer All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law. Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire. Copyright 1999 - 2019 . CyberCoders, Inc. All rights reserved.",5,,1,,1.0,2.0,"The candidate has some relevant experience in backend development using PHP and REST APIs, but lacks experience with key technologies such as LAMP, Drupal, ElasticSearch, and AWS. Additionally, their primary experience is in iOS development, which does not align well with the backend-focused role."
24,4,Software Developer,"Minimum Required Skills: Java, C#, SQL, HTTPS, Apache, Eclipse If you are a Software Developer with experience, please read on! What You Will Be Doing We are seeking a candidate to augment our existing development staff. The selected candidate will participate in all phases of the software development life cycle as an on-site member of our development team in the Aberdeen Proving Ground facility. What You Need for this Position Basic Qualifications: Bachelor's degree in Computer Science or related field (e.g. Information Technology, Information Science, etc.) Minimum of 2 years' experience developing software applications in Java Preferred Qualifications: Strong Java development experience Experience with C#, Elastic Search, and Oracle as secondary skills Experience developing SQL queries preferably for an Oracle database Experience developing and/or using web services Experience with Micro-Service Architectures Experience developing secure web applications (e.g., HTTPS, PKI) Experience with web application deployment (e.g., Oracle WebLogic, Apache Tomcat) Experience with Eclipse (or similar IDE) Experience with Microsoft Windows, UNIX What's In It for You - Vacation/PTO - Medical - Dental - Vision - Relocation - Bonus - 401kSo, if you are a Software Developer with experience, please apply today! Applicants must be authorized to work in the U.S.Please apply directly to by clicking 'Click Here to Apply' with your Word resume! Looking forward to receiving your resume and going over the position in more detail with you. - Not a fit for this position? Click the link at the bottom of this email to search all of our open positions. Looking forward to receiving your resume! CyberCoders CyberCoders, Inc is proud to be an Equal Opportunity Employer All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law. Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire. Copyright 1999 - 2019 . CyberCoders, Inc. All rights reserved.",4,,2,,2.0,3.0,"The candidate has relevant experience in Java and C#, but lacks specific experience with SQL, HTTPS, and Apache. They have a Bachelor's degree in Software Engineering, which meets the educational requirement, but their primary focus has been on iOS development rather than the required software development life cycle in a web context."
25,0,Software Developer - .Net,"Primary Purpose: Development and maintenance of software applications built using Microsoft stack. Essential Duties and Responsibilities: Following is a summary of the essential functions for this job. Other duties may be performed, both major and minor, which are not mentioned below. Specific activities may change from time to time. Design, develop and test software applications Maintain systems by identifying and correcting software defects Create technical specifications and unit test plans Work with QA to align understanding of requirements and to develop system test plans Work as part of an Agile development team to solve problems and develop projects in a fast paced environment Follow instructions and pre-established guidelines to perform the functions of the job Demonstrate a basic degree of creativity and problem solving skills Follow the established software development life cycle Follow established coding standards and naming conventions Support applications using software development methodologies including structured programming, documentation, design and code review Work with business analysts and application users to define and design robust user centric application solutions Collaborate with UX resources to drive consistent look and feel of user interface Collaborate with database resources to ensure robust and complete data access and manipulation Collaborate with IT Operations to ensure hardware and software are aligned to deliver business requirements Mentor junior and other new developers On-site regular attendance and punctuality are essential functions of the job Minimum Skills and Competencies: The requirements listed below are representative of the knowledge, skill and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. Bachelor's Degree or in-lieu of degree equivalent education, training and work-related experience High school diploma or general education degree (GED) required 5+ years of experience in Microsoft technology stack Expert in C#, JavaScript, MSSQL 2012 or above Proficient with MVC, Angular, Asp.Net, JQuery Hands on experience with Visual Studio & TFS as source control tool Must have good understanding of SOLID object oriented programming (OOP) concepts Must have experience with WCF Experience in end-to-end Software Development Life Cycle (SDLC) project Experience working with Agile/Scrum methodologies Good at understanding requirements, getting clarifications Have passion for learning new technologies and enhancing existing skills Proactive issue resolution with a positive attitude Understand solution at the project level Effective organization and time management skills with the ability to work under pressure and adhere to project deadlines Excellent interpersonal skills with the ability to establish working relationships with individuals at varying levels within the organization Demonstrated integrity within a professional environment Ability to adapt to new situations and learn quickly Must perform well in high-energy, dynamic and team-oriented environments Must possess effective verbal and written communication skills Desired Skills: Insurance industry experience Familiarity with writing unit tests Relevant Microsoft certification Experience with Web API, Entity Framework Experience with Crystal Reports, SSRS and/or SSIS - About National General Holdings: National General Holdings Corp. is headquartered in New York City. National General traces its roots to 1939, has a financial strength rating of A- (excellent) from A.M. Best, and provides personal and commercial automobile, homeowners, umbrella, recreational vehicle, motorcycle, supplemental health, and other niche insurance products. We are a specialty personal lines insurance holding company. Through our subsidiaries, we provide a variety of insurance products, including personal and commercial automobile, homeowners, umbrella, recreational vehicle, supplemental health, lender-placed and other niche insurance products. National General is a fast paced, dynamic, and entrepreneurial organization. Our team members live by and exemplify what we call the 4Es. At National General, we are Energized, Engaged, Empowered, and we Execute every day in order to provide an exceptional experience for our customers! We are passionate about our organization and the value that we add every day. A successful candidate with National General will embody the 4Es. Our team is poised to outperform the competition. We are National General Insurance and with us you can be extraordinary! Come join our team! Companies and Partners Direct General Auto & Life, Personal Express Insurance, Century-National Insurance, ABC Insurance Agencies, NatGen Preferred, NatGen Premier, Seattle Specialty, National General Lender Services, ARS, RAC Insurance Partners, Mountain Valley Indemnity, New Jersey Skylands, Adirondack Insurance Exchange, VelaPoint, Quotit, HealthCompare, AHCP, NHIC, Healthcare Solutions Team, North Star Marketing, Euro Accident. In addition to a phenomenal career opportunity, National General Insurance offers an excellent benefits package including: * Paid Training * Medical, Dental, Vision benefits * Wellness Programs * Life and Short/Long Term Disability Insurance * 401k w/ Company Match * Company Paid Holidays & Generous Time-off policy * Employee Discount Program * Career Advancement and Development Opportunities * On-site Healthcare Clinic (Winston-Salem and Cleveland offices) * On-site Fitness Center (Cleveland and Dallas offices) * Subsidized parking (Cleveland office) National General Holdings Corp. is an Equal Opportunity (EO) employer - Veterans/Disabled and other protected categories. All qualified applicants will receive consideration for employment regardless of any characteristic protected by law. Candidates must possess authorization to work in the United States, as it is not our practice to sponsor individuals for work visas. In the event you need assistance or accommodation in completing your online application, please contact NGIC main office by phone at (336) 435-2000. -",1,,5,,5.0,4.0,"The candidate has extensive experience in the Microsoft technology stack, including C#, ASP.NET MVC, and SQL, along with relevant leadership experience. They also have experience with Agile methodologies and a strong educational background. However, they lack specific experience with WCF and the insurance industry, which are desired but not mandatory requirements."
25,1,Remote Software Developer,"Precision is king when it comes to the work you do! When it comes to the details, you innately can see where, why, how and what needs to be tweaked in order to achieve the best end goal. Your colleagues approve work but you see an overlooked area. It jumps out to you because of your finely tuned observational skills and highly developed attention to detail. Accuracy and precision define your work ethic. And you don't stop until the piece of the puzzle is in its right place. Your colleagues know that all of the puzzle pieces you work on will always fit smoothly into their necessary spot. They don't question the work you do because they know it will be correct and on point. Our organization is successful because of the skills you uniquely bring to the job. We need you. If you would like to apply your skills in an environment that will celebrate you, let's talk. Job Description: Employer works on top level cyber-security for national defense programs and is hiring experienced Software Developers with a focus on research, innovation and solving mission critical challenges. We are seeking a Software Developer (SME Journeyman) position with system administration responsibilities and the potential to work on several different projects including: a host based security compliance tool, Continuous Monitoring and Risk Scoring application, Web Single Sign On, PKI & Kerberos. Position requires working with remote customers and widely dispersed team members. As a Software Developer (Journeyman), you will be assisting in the development of software applications for our DoD customers Coding, testing and debugging programs according to detailed requirements. Supporting the maintenance Participating on a team designing, documenting, developing, testing and implementing software programs. Supporting and providing quality customer service through the development, production and integration of software applications that enable customers to successfully meet their business goals. Adhering to a software development life cycle. Assist in the maintenance and support Linux servers for the development team. Install and configure software needed by the development team. Take the guesswork out of your workday. We will give you the proven tools and methodology to perform at your peak. Following the outlined program will bring you optimum results time after time. Required Experience: Software development experience targeting Unix/Linux environments Languages: Comfortable working in one of: Python, Perl, PHP and experience with a second programming language: one of the above or C, C++, JavaScript, Java, Ruby, Clojure Operating Systems: Strong Linux/Unix (command line, shell scripting,Willing to overlap at least 5 hours a day with 8-5 Eastern Time Must have a DoD 8570 baseline certification: CISSP, Security+ (can be obtained prior to start date), etc. Minimum 3 years experience Proof of U.S. citizenship or permanent residency is required due to government or federal requirement. U.S. citizens ONLY due to government or federal requirement. Applicants selected for employment will be subject to a federal background investigation and may need to meet additional eligibility requirements for access to classified information or materials. Bachelor's degree from an accredited institution or equivalent certifications in computer science, web services, or related technical field preferred. Secret clearance Additional Experience (Not Required): Security & Networking: IPv4, IPv6, tcpdump, PKI, SSL, IPSec, etc. Relational databases, especially MySQL or PostgreSQL Department: Information Technology",2,,4,,4.0,2.0,"The candidate has strong experience in .NET development and leadership roles but lacks specific experience with Unix/Linux environments, the required programming languages (Python, Perl, PHP), and DoD certifications. Their background does not align closely with the cyber-security focus of the position."
25,2,Junior Level Software Developer (1-4 years experience),"A Full-time position at a financial technology company that develops software for financial structured products that runs on Bloomberg terminals. Pay Options: F/T Employee . Contact Jason Vu . call (646)876-9536 / (212)616-4800 ext.290 or email jason@sans.com with the Job Code JV33082 or Click the Apply Now button () . Location: Wall Street. Skills required for the position: PYTHON, Java , C++, SQL, UNIX. database programming Optional (not required): financial product knowledge Detailed Info: To do software development for a Financial Technology Software company that provides data and analytics and portfolio products for Credit and Structuring Traders. They create tools for structured products for the Buy side and the sell side. CLOs and structured products. For Trading Portfolios. They provide Data feeds and APIs to manage the portfolio of this product, also do middle office software for reporting and P&L . The product does front to middle office. They also provide APIs for developers in the buy side or sell side firms. CANDIDATES work in multiple projects at the same time. This company provides best in class software as a service.. Development/Computing Environment: Python is first choice, but also C++ and Java. People who've done a lot of programming in a lab at school or on the job in any kind of firm (does not have to be a financial firm/ can be a tech start up) MUST HAVE - Computer Science Undergrad / BS. Must have had an intensive background in programming either in school or at work employment. In school, have done work in a computer lab. They are language agonistic but their primary language is Python. * Must understand how to avoide Python memory leakage * Must understand garbage collection * Must understand how Python variables are saved in memory * Understand how to design an efficient parser. Skills required for the position: PYTHON, JAVA; C++ is optional. The position offers competitive compensation package.",3,,3,,3.0,2.0,"The candidate has limited relevant experience with the required programming languages (Python, Java, C++) and lacks a background in financial technology, which is crucial for the role. Their experience is primarily in .NET and related technologies, which does not align well with the job requirements."
